User_ID,Age,Gender,Location,Income,Interests,Last_Login_Days_Ago,Purchase_Frequency,Average_Order_Value,Total_Spending,Product_Category_Preference,Time_Spent_on_Site_Minutes,Pages_Viewed,Newsletter_Subscription,Age_Group,Income_Tier,Engagement_Score,Revenue_Per_Visit,Recency_Score,CLV_Proxy,Interest_Category_Match,Power_User
#429,34,Female,Urban,53243,Fashion,6,9,159,1993,Apparel,89,44,False,26-35,Low,0.6698,1343.6,23,1431,1,0
#430,36,Female,Urban,41800,Sports,18,9,41,3140,Home & Kitchen,433,5,True,36-45,Low,0.6277,435.1,11,369,0,1
#431,45,Female,Rural,95939,Fashion,2,7,114,2168,Health & Beauty,99,29,True,36-45,Mid,0.5041,1313.94,27,798,0,0
#432,43,Male,Suburban,77828,Fashion,8,0,93,1225,Health & Beauty,539,30,True,36-45,Mid,0.4961,136.36,21,0,0,0
#433,54,Female,Suburban,27239,Food,11,7,138,3217,Books,146,29,False,46-55,Low,0.5316,1322.05,18,966,0,0
#434,43,Male,Rural,26710,Sports,1,8,191,4261,Home & Kitchen,257,26,False,36-45,Low,0.6169,994.79,28,1528,0,0
#435,40,Female,Rural,41384,Travel,22,5,67,4142,Electronics,189,19,True,36-45,Low,0.4166,1314.92,7,335,0,0
#436,26,Female,Suburban,41038,Sports,29,9,155,4533,Home & Kitchen,240,26,True,26-35,Low,0.6458,1133.25,0,1395,0,1
#437,29,Male,Suburban,60846,Food,6,4,143,2270,Home & Kitchen,503,37,True,26-35,Mid,0.6743,270.78,23,572,1,1
#438,18,Female,Suburban,107983,Fashion,16,5,54,546,Home & Kitchen,271,27,True,18-25,High,0.5146,120.89,13,270,0,0
#439,18,Male,Suburban,87821,Food,27,5,106,2758,Health & Beauty,520,30,True,18-25,Mid,0.6794,318.23,2,530,0,1
#440,64,Male,Suburban,57991,Technology,20,8,32,3462,Health & Beauty,550,30,True,56+,Mid,0.8136,377.67,9,256,0,1
#441,51,Female,Urban,99057,Technology,12,3,32,2818,Apparel,114,3,False,46-55,Mid,0.1948,1483.16,17,96,0,0
#442,49,Male,Rural,133193,Travel,11,1,163,3583,Electronics,339,43,True,46-55,High,0.499,634.16,18,163,0,0
#443,42,Female,Urban,26971,Food,29,8,144,3044,Books,568,7,True,36-45,Low,0.6804,321.55,0,1152,0,1
#444,57,Female,Suburban,49139,Travel,27,1,88,4476,Home & Kitchen,359,49,True,56+,Low,0.5482,748.08,2,88,0,0
#445,62,Male,Suburban,105445,Travel,29,9,53,695,Electronics,334,9,True,56+,High,0.5946,124.85,0,477,0,0
#446,18,Male,Suburban,97067,Technology,10,8,36,2086,Electronics,169,41,True,18-25,Mid,0.659,740.59,19,288,1,1
#447,33,Male,Urban,100257,Travel,3,1,35,2850,Apparel,339,42,True,26-35,Mid,0.4927,504.42,26,35,0,0
#448,56,Male,Urban,104742,Technology,13,7,106,1174,Books,261,13,True,56+,High,0.4991,269.89,16,742,0,0
#449,22,Female,Suburban,57711,Fashion,27,8,45,4069,Home & Kitchen,199,15,False,18-25,Mid,0.5141,1226.83,2,360,0,0
#450,39,Female,Urban,26530,Food,3,9,118,4405,Books,211,5,True,36-45,Low,0.4975,1252.61,26,1062,0,0
#451,46,Male,Urban,31116,Travel,15,8,64,4321,Apparel,287,29,False,46-55,Low,0.6532,903.34,14,512,0,0
#452,20,Female,Suburban,85794,Technology,16,9,194,4687,Health & Beauty,472,35,False,18-25,Mid,0.838,595.81,13,1746,0,0
#453,29,Female,Urban,20282,Sports,29,8,78,3680,Electronics,482,27,False,26-35,Low,0.755,458.09,0,624,0,0
#454,43,Female,Rural,99473,Travel,13,1,70,3107,Home & Kitchen,23,27,True,36-45,Mid,0.2137,8105.22,16,70,0,0
#455,33,Female,Rural,21898,Fashion,17,3,139,1069,Health & Beauty,560,8,True,26-35,Low,0.4876,114.54,12,417,0,0
#456,54,Male,Rural,24135,Fashion,3,6,64,680,Apparel,109,32,True,46-55,Low,0.4898,374.31,26,384,1,0
#457,39,Male,Rural,26629,Sports,20,1,131,2924,Books,296,20,True,36-45,Low,0.33,592.7,9,131,0,0
#458,46,Female,Suburban,129472,Technology,11,0,106,4101,Electronics,6,10,True,46-55,High,0.0586,41010.0,18,0,1,0
#459,31,Male,Suburban,145147,Travel,27,2,89,1311,Home & Kitchen,550,13,True,26-35,High,0.4741,143.02,2,178,0,0
#460,45,Male,Suburban,105120,Technology,21,3,96,329,Health & Beauty,203,29,True,36-45,High,0.4095,97.24,8,288,0,0
#461,22,Male,Rural,139798,Fashion,19,7,47,4384,Health & Beauty,325,35,True,18-25,High,0.6741,809.35,10,329,0,1
#462,64,Female,Rural,109087,Technology,22,5,128,3285,Electronics,244,8,True,56+,High,0.3801,807.79,7,640,1,0
#463,47,Female,Urban,85031,Fashion,11,1,87,601,Books,327,29,True,46-55,Mid,0.4044,110.28,18,87,0,0
#464,63,Female,Urban,53380,Technology,28,8,166,2232,Apparel,47,31,False,56+,Low,0.525,2849.36,1,1328,0,0
#465,22,Male,Rural,149951,Sports,16,1,163,148,Books,591,41,True,18-25,High,0.6342,15.03,13,163,0,1
#466,29,Female,Rural,132507,Food,21,4,44,3666,Books,13,30,True,26-35,High,0.3433,16920.0,8,176,0,0
#467,33,Female,Rural,37071,Sports,3,3,88,3155,Books,380,22,True,26-35,Low,0.4695,498.16,26,264,0,0
#468,43,Male,Rural,40074,Sports,22,6,76,788,Electronics,365,21,False,36-45,Low,0.5711,129.53,7,456,0,0
#469,43,Female,Urban,110724,Food,6,7,96,486,Electronics,342,12,True,36-45,High,0.5403,85.26,23,672,0,0
#470,38,Female,Rural,87843,Food,14,4,166,1069,Apparel,221,11,True,36-45,Mid,0.3464,290.23,15,664,0,0
#471,56,Male,Urban,59901,Travel,24,9,43,3560,Books,73,2,False,56+,Mid,0.3979,2926.03,5,387,1,0
#472,53,Male,Rural,31205,Travel,18,4,106,1105,Electronics,46,41,True,46-55,Low,0.4314,1441.3,11,424,0,0
#473,50,Male,Rural,75661,Sports,17,1,178,3152,Apparel,504,2,False,46-55,Mid,0.3394,375.24,12,178,0,0
#474,47,Female,Rural,144661,Sports,4,7,178,3517,Apparel,274,34,False,46-55,High,0.6379,770.15,25,1246,0,0
#475,54,Female,Urban,25906,Fashion,23,1,160,2402,Books,555,3,False,46-55,Low,0.3756,259.68,6,160,0,0
#476,40,Female,Urban,22591,Fashion,15,9,80,2383,Home & Kitchen,208,16,False,36-45,Low,0.5645,687.4,14,720,0,0
#477,27,Male,Suburban,145576,Travel,11,5,12,1707,Books,124,4,True,26-35,High,0.2847,825.97,18,60,1,0
#478,22,Male,Rural,82987,Travel,26,7,67,4466,Home & Kitchen,10,23,False,18-25,Mid,0.4144,26796.0,3,469,0,0
#479,53,Female,Suburban,83370,Fashion,3,5,41,222,Apparel,329,20,False,46-55,Mid,0.5049,40.49,26,205,1,0
#480,51,Female,Suburban,100685,Fashion,3,3,40,1380,Electronics,187,25,True,46-55,Mid,0.3751,442.78,26,120,0,0
#481,48,Male,Urban,130454,Technology,16,3,91,3827,Health & Beauty,543,30,True,46-55,High,0.6151,422.87,13,273,0,0
#482,27,Male,Urban,125487,Technology,5,5,52,358,Apparel,60,18,True,26-35,High,0.3347,358.0,24,260,0,0
#483,36,Male,Suburban,74400,Fashion,21,3,144,1047,Electronics,442,42,False,36-45,Mid,0.6309,142.13,8,432,0,0
#484,49,Male,Rural,45150,Technology,29,7,114,624,Apparel,217,11,True,46-55,Low,0.4608,172.53,0,798,0,0
#485,18,Female,Urban,51852,Food,10,8,10,987,Books,2,29,False,18-25,Low,0.4861,29610.0,19,80,0,0
#486,22,Male,Rural,62870,Travel,19,0,70,307,Home & Kitchen,536,17,False,18-25,Mid,0.4131,34.37,10,0,0,0
#487,62,Female,Rural,139796,Travel,25,3,23,3482,Apparel,356,26,True,56+,High,0.4805,586.85,4,69,0,0
#488,21,Female,Suburban,72756,Fashion,4,3,189,2894,Electronics,165,23,True,18-25,Mid,0.3497,1052.36,25,567,0,0
#489,33,Female,Suburban,135357,Sports,29,1,15,248,Books,91,48,True,26-35,High,0.3848,163.52,0,15,0,0
#490,41,Male,Suburban,139052,Fashion,29,5,112,537,Health & Beauty,167,20,True,36-45,High,0.4099,192.93,0,560,0,0
#491,33,Male,Suburban,76481,Technology,19,2,19,2302,Books,207,45,True,26-35,Mid,0.473,667.25,10,38,0,0
#492,19,Male,Urban,21283,Sports,11,6,80,3849,Home & Kitchen,282,2,True,18-25,Low,0.4037,818.94,18,480,0,0
#493,45,Male,Urban,53691,Technology,2,4,99,3261,Books,65,24,False,36-45,Low,0.3362,3010.15,27,396,0,0
#494,49,Female,Suburban,21125,Food,10,3,167,4001,Health & Beauty,516,31,False,46-55,Low,0.6055,465.23,19,501,0,0
#495,44,Male,Urban,87065,Technology,29,4,158,4553,Electronics,157,27,True,36-45,Mid,0.4089,1740.0,0,632,1,0
#496,37,Male,Suburban,148734,Food,11,7,135,3345,Apparel,306,2,False,36-45,High,0.4567,655.88,18,945,0,0
#497,41,Female,Rural,46170,Food,25,2,197,4651,Home & Kitchen,395,14,False,36-45,Low,0.3894,706.48,4,394,1,0
#498,29,Male,Rural,28438,Technology,20,6,106,2923,Health & Beauty,74,4,False,26-35,Low,0.2943,2370.0,9,636,0,0
#499,52,Female,Rural,40095,Technology,16,5,83,4824,Home & Kitchen,187,49,False,46-55,Low,0.6029,1547.81,13,415,0,0
#500,50,Female,Suburban,36154,Food,19,0,124,3370,Books,574,13,False,46-55,Low,0.4103,352.26,10,0,0,0
#501,50,Female,Rural,28004,Sports,23,6,179,585,Home & Kitchen,337,36,False,46-55,Low,0.6485,104.15,6,1074,0,0
#502,60,Female,Urban,29752,Food,24,6,60,299,Health & Beauty,568,35,True,56+,Low,0.7777,31.58,5,360,0,1
#503,54,Female,Rural,75426,Travel,11,0,65,4566,Apparel,240,44,True,46-55,Mid,0.4083,1141.5,18,0,0,0
#504,29,Female,Rural,128896,Food,14,8,50,2082,Apparel,533,8,True,26-35,High,0.6662,234.37,15,400,0,1
#505,20,Female,Rural,46819,Sports,2,5,41,1571,Home & Kitchen,141,2,False,18-25,Low,0.2822,668.51,27,205,0,0
#506,18,Female,Urban,122168,Travel,23,1,24,4443,Electronics,265,6,True,18-25,High,0.2243,1005.96,6,24,0,0
#507,50,Male,Suburban,112051,Fashion,28,4,71,4983,Home & Kitchen,139,31,True,46-55,High,0.4234,2150.94,1,284,0,0
#508,57,Male,Urban,147905,Fashion,5,3,164,2411,Books,459,10,True,56+,High,0.4408,315.16,24,492,0,0
#509,27,Male,Suburban,44217,Sports,27,6,37,3473,Apparel,70,44,False,26-35,Low,0.5419,2976.86,2,222,0,0
#510,60,Male,Suburban,145949,Food,5,7,73,2178,Apparel,385,21,True,56+,High,0.6218,339.43,24,511,0,1
#511,61,Female,Rural,108708,Technology,19,0,196,1621,Apparel,198,42,False,56+,High,0.3712,491.21,10,0,0,0
#512,46,Male,Suburban,52994,Sports,21,4,195,704,Electronics,205,10,True,46-55,Low,0.3308,206.05,8,780,0,0
#513,30,Female,Urban,35036,Travel,12,2,139,3948,Electronics,568,23,True,26-35,Low,0.5471,417.04,17,278,0,0
#514,29,Male,Urban,97275,Travel,18,0,136,3442,Health & Beauty,431,3,True,26-35,Mid,0.264,479.16,11,0,0,0
#515,48,Male,Suburban,117756,Fashion,4,2,45,1517,Home & Kitchen,325,32,False,46-55,High,0.4609,280.06,25,90,0,0
#516,63,Male,Rural,69416,Travel,22,5,123,4697,Home & Kitchen,442,20,False,56+,Mid,0.5712,637.6,7,615,0,0
#517,19,Female,Rural,29587,Sports,17,6,22,3975,Books,288,10,False,18-25,Low,0.4573,828.12,12,132,0,0
#518,52,Male,Urban,130053,Travel,10,7,24,3033,Apparel,226,29,False,46-55,High,0.5785,805.22,19,168,0,0
#519,40,Female,Rural,115665,Sports,20,3,98,648,Electronics,64,41,False,36-45,High,0.403,607.5,9,294,0,0
#520,34,Female,Suburban,20645,Technology,6,2,197,938,Books,560,46,True,26-35,Low,0.6862,100.5,23,394,0,1
#521,43,Male,Suburban,50930,Fashion,25,4,31,3915,Books,498,34,True,36-45,Low,0.6526,471.69,4,124,0,1
#522,25,Male,Urban,101835,Travel,14,8,83,947,Electronics,60,37,False,18-25,High,0.5701,947.0,15,664,0,0
#523,46,Male,Suburban,142232,Sports,11,5,34,4809,Home & Kitchen,397,20,False,46-55,High,0.5448,726.8,18,170,0,0
#524,43,Female,Urban,50090,Food,11,8,110,4607,Apparel,257,8,True,36-45,Low,0.5044,1075.56,18,880,0,0
#525,27,Male,Suburban,107489,Fashion,29,5,185,4873,Home & Kitchen,577,7,False,26-35,High,0.569,506.72,0,925,0,0
#526,43,Female,Urban,72142,Technology,18,1,180,4354,Books,239,6,True,36-45,Mid,0.2091,1093.05,11,180,0,0
#527,51,Female,Rural,131979,Sports,27,4,126,4568,Apparel,38,11,False,46-55,High,0.2392,7212.63,2,504,0,0
#528,58,Male,Suburban,46475,Technology,23,8,175,2372,Health & Beauty,25,44,True,56+,Low,0.5933,5692.8,6,1400,0,0
#529,24,Male,Suburban,38888,Technology,22,7,50,3420,Books,410,18,False,18-25,Low,0.6177,500.49,7,350,0,0
#530,21,Female,Urban,63732,Travel,18,6,182,2658,Home & Kitchen,461,42,False,18-25,Mid,0.7587,345.94,11,1092,0,0
#531,62,Female,Urban,101623,Travel,24,0,97,4798,Home & Kitchen,571,29,True,56+,High,0.5086,504.17,5,0,0,0
#532,28,Female,Suburban,66305,Sports,23,3,177,4411,Home & Kitchen,417,25,True,26-35,Mid,0.51,634.68,6,531,0,0
#533,46,Male,Urban,66037,Food,11,6,119,2096,Electronics,357,21,False,46-55,Mid,0.5665,352.27,18,714,0,0
#534,53,Female,Suburban,29346,Sports,21,6,129,3773,Books,383,46,False,46-55,Low,0.738,591.07,8,774,0,0
#535,42,Male,Rural,20587,Food,12,5,106,1664,Apparel,158,3,True,36-45,Low,0.2984,631.9,17,530,0,0
#536,38,Female,Urban,32763,Technology,5,7,154,4118,Home & Kitchen,569,18,False,36-45,Low,0.7109,434.24,24,1078,0,0
#537,53,Female,Suburban,79165,Fashion,23,5,66,1940,Home & Kitchen,433,24,True,46-55,Mid,0.5909,268.82,6,330,0,0
#538,27,Male,Rural,127481,Sports,9,9,139,3391,Electronics,48,47,True,26-35,High,0.6645,4238.75,20,1251,0,1
#539,54,Female,Rural,89615,Sports,27,2,105,2987,Apparel,328,38,False,46-55,Mid,0.5002,546.4,2,210,0,0
#540,26,Male,Suburban,56116,Food,25,3,130,826,Books,433,10,True,26-35,Low,0.4256,114.46,4,390,0,0
#541,41,Male,Urban,140987,Technology,9,2,71,1344,Health & Beauty,431,27,True,36-45,High,0.4918,187.1,20,142,0,0
#542,52,Female,Suburban,105751,Technology,22,0,146,3560,Electronics,56,12,False,46-55,High,0.1004,3814.29,7,0,1,0
#543,52,Male,Rural,111353,Food,10,9,77,3818,Books,577,7,True,46-55,High,0.7246,397.02,19,693,0,1
#544,53,Male,Suburban,110301,Technology,22,4,90,1165,Health & Beauty,268,17,True,46-55,High,0.4115,260.82,7,360,0,0
#545,35,Female,Urban,115648,Travel,19,0,26,4871,Home & Kitchen,69,1,True,26-35,High,0.0393,4235.65,10,0,0,0
#546,56,Male,Rural,45556,Fashion,1,0,126,382,Home & Kitchen,449,26,True,56+,Low,0.4183,51.05,28,0,0,0
#547,49,Male,Suburban,79042,Sports,7,1,59,1181,Apparel,257,15,False,46-55,Mid,0.2759,275.72,22,59,0,0
#548,41,Male,Urban,38099,Fashion,4,3,121,3985,Health & Beauty,490,33,True,36-45,Low,0.6028,487.96,25,363,0,0
#549,40,Female,Rural,129089,Sports,1,5,103,2981,Home & Kitchen,49,37,False,36-45,High,0.447,3650.2,28,515,0,0
#550,49,Male,Urban,65096,Travel,15,7,177,2684,Home & Kitchen,316,47,True,46-55,Mid,0.7438,509.62,14,1239,0,1
#551,54,Female,Rural,91986,Technology,8,2,195,3070,Apparel,413,31,False,46-55,Mid,0.5062,446.0,21,390,0,0
#552,29,Female,Suburban,33230,Food,12,0,94,1252,Books,434,35,True,26-35,Low,0.4658,173.09,17,0,0,0
#553,30,Male,Urban,49009,Travel,22,2,158,3597,Home & Kitchen,2,1,False,26-35,Low,0.0778,107910.0,7,316,0,0
#554,40,Male,Rural,90969,Fashion,22,2,155,1047,Electronics,145,8,True,36-45,Mid,0.2054,433.24,7,310,0,0
#555,42,Male,Urban,53866,Food,18,4,192,4860,Electronics,366,12,True,36-45,Low,0.4377,796.72,11,768,0,0
#556,52,Female,Urban,125400,Technology,15,3,166,1817,Books,420,19,True,46-55,High,0.4742,259.57,14,498,0,0
#557,58,Male,Suburban,104246,Travel,17,3,161,166,Health & Beauty,573,25,True,56+,High,0.6014,17.38,12,483,0,0
#558,47,Male,Urban,96975,Food,29,8,83,736,Apparel,561,32,False,46-55,Mid,0.8326,78.72,0,664,0,0
#559,34,Male,Rural,61855,Travel,14,6,118,413,Electronics,444,12,False,26-35,Mid,0.5612,55.81,15,708,0,0
#560,37,Male,Rural,101557,Travel,14,3,154,3497,Electronics,434,13,True,36-45,Mid,0.4449,483.46,15,462,0,0
#561,42,Male,Rural,26416,Technology,18,2,27,664,Books,555,28,False,36-45,Low,0.5707,71.78,11,54,0,0
#562,39,Female,Rural,92516,Sports,20,5,51,1701,Health & Beauty,57,1,True,36-45,Mid,0.2267,1790.53,9,255,1,0
#563,30,Female,Suburban,75915,Food,18,2,110,925,Health & Beauty,562,6,True,26-35,Mid,0.4373,98.75,11,220,0,0
#564,36,Male,Urban,38058,Technology,16,5,54,3770,Books,178,8,False,36-45,Low,0.3414,1270.79,13,270,0,0
#565,53,Male,Suburban,96637,Travel,1,8,91,1125,Electronics,293,4,False,46-55,Mid,0.5005,230.38,28,728,0,0
#566,29,Male,Urban,60718,Technology,23,5,26,2351,Apparel,46,5,False,26-35,Mid,0.2452,3066.52,6,130,0,0
#567,58,Male,Urban,52602,Sports,27,3,82,4857,Electronics,170,25,True,56+,Low,0.3652,1714.24,2,246,0,0
#568,36,Female,Urban,94658,Food,11,4,23,904,Health & Beauty,271,22,True,36-45,Mid,0.4445,200.15,18,92,0,0
#569,29,Male,Suburban,98112,Sports,15,5,186,2551,Electronics,417,28,False,26-35,Mid,0.6065,367.05,14,930,0,0
#570,26,Female,Urban,78067,Fashion,12,2,166,4731,Apparel,139,39,True,26-35,Mid,0.3956,2042.16,17,332,1,0
#571,24,Female,Suburban,47516,Food,8,7,141,1491,Home & Kitchen,247,23,False,18-25,Low,0.5534,362.19,21,987,1,0
#572,45,Male,Rural,149295,Sports,22,3,91,1335,Electronics,148,4,False,36-45,High,0.221,541.22,7,273,0,0
#573,31,Female,Rural,107969,Travel,20,7,157,4132,Books,230,4,False,26-35,High,0.4246,1077.91,9,1099,1,0
#574,48,Female,Urban,21089,Food,6,9,129,3380,Home & Kitchen,374,47,False,46-55,Low,0.8556,542.25,23,1161,1,0
#575,36,Female,Suburban,57346,Food,3,9,129,4823,Books,80,21,False,36-45,Low,0.5207,3617.25,26,1161,0,0
#576,64,Female,Rural,94663,Technology,28,2,56,4944,Books,65,37,False,56+,Mid,0.3397,4563.69,1,112,0,0
#577,33,Male,Suburban,30487,Travel,24,9,116,3649,Books,88,41,True,26-35,Low,0.6504,2487.95,5,1044,1,1
#578,22,Male,Suburban,20155,Fashion,26,6,117,4300,Electronics,88,2,True,18-25,Low,0.29,2931.82,3,702,0,0
#579,52,Female,Urban,143950,Sports,13,8,18,4241,Health & Beauty,204,7,False,46-55,High,0.467,1247.35,16,144,1,0
#580,29,Male,Rural,87494,Technology,13,3,88,1454,Home & Kitchen,382,49,False,26-35,Mid,0.6394,228.38,16,264,0,0
#581,42,Male,Urban,96229,Sports,2,7,164,1936,Apparel,476,16,False,36-45,Mid,0.6439,244.03,27,1148,0,0
#582,38,Male,Urban,124648,Fashion,5,2,24,2992,Health & Beauty,573,17,True,36-45,High,0.5125,313.3,24,48,0,0
#583,53,Male,Rural,58547,Fashion,17,6,28,2596,Electronics,539,20,False,46-55,Mid,0.6669,288.98,12,168,0,0
#584,40,Male,Rural,48795,Food,6,2,99,2683,Books,214,23,False,36-45,Low,0.3396,752.24,23,198,0,0
#585,33,Female,Suburban,75296,Fashion,2,6,189,2658,Apparel,74,34,False,26-35,Mid,0.4818,2155.14,27,1134,1,0
#586,56,Male,Rural,41447,Sports,4,9,35,3718,Home & Kitchen,61,11,True,56+,Low,0.4471,3657.05,25,315,0,0
#587,62,Male,Suburban,56598,Travel,22,9,163,1659,Health & Beauty,543,34,False,56+,Low,0.8734,183.31,7,1467,0,0
#588,59,Male,Suburban,61814,Travel,26,5,163,1607,Health & Beauty,219,33,True,56+,Mid,0.5217,440.27,3,815,0,0
#589,56,Male,Suburban,110751,Food,11,1,183,4171,Apparel,12,26,True,56+,High,0.201,20855.0,18,183,0,0
#590,31,Female,Rural,145118,Sports,8,2,101,2163,Electronics,415,2,False,26-35,High,0.3262,312.72,21,202,0,0
#591,48,Female,Urban,95330,Sports,12,5,186,3742,Home & Kitchen,32,23,True,46-55,Mid,0.3495,7016.25,17,930,0,0
#592,22,Female,Suburban,141347,Fashion,8,3,91,2100,Apparel,160,41,True,18-25,High,0.4593,787.5,21,273,1,0
#593,52,Female,Urban,118745,Sports,11,5,190,1394,Books,237,22,True,46-55,High,0.4635,352.91,18,950,0,0
#594,40,Male,Urban,107960,Technology,22,0,140,4165,Home & Kitchen,181,34,False,36-45,High,0.3112,1380.66,7,0,0,0
#595,46,Female,Rural,83278,Fashion,20,9,51,2852,Health & Beauty,558,15,True,46-55,Mid,0.7635,306.67,9,459,0,1
#596,60,Male,Urban,75077,Technology,8,0,28,1853,Apparel,341,10,False,56+,Mid,0.255,326.04,21,0,0,0
#597,28,Male,Urban,132782,Food,29,2,26,4310,Health & Beauty,458,15,False,26-35,High,0.4326,564.63,0,52,0,0
#598,35,Male,Rural,142046,Travel,8,7,170,1703,Health & Beauty,80,42,False,26-35,High,0.5742,1277.25,21,1190,0,0
#599,64,Male,Suburban,122932,Food,26,7,85,1422,Health & Beauty,473,29,True,56+,High,0.7234,180.38,3,595,0,1
#600,29,Male,Urban,91906,Travel,17,3,186,2541,Electronics,112,23,False,26-35,Mid,0.3187,1361.25,12,558,0,0
#601,26,Female,Rural,29528,Food,20,5,193,1198,Health & Beauty,292,17,True,26-35,Low,0.4645,246.16,9,965,0,0
#602,27,Female,Urban,113812,Sports,20,7,72,1605,Books,383,9,True,26-35,High,0.5456,251.44,9,504,0,0
#603,61,Female,Urban,70100,Technology,23,6,140,1226,Books,17,36,True,56+,Mid,0.4609,4327.06,6,840,0,0
#604,34,Female,Suburban,129869,Travel,16,6,116,396,Home & Kitchen,493,9,True,26-35,High,0.5712,48.19,13,696,0,0
#605,55,Male,Urban,28179,Fashion,14,3,58,3149,Health & Beauty,331,16,False,46-55,Low,0.4033,570.82,15,174,0,0
#606,24,Female,Rural,68781,Technology,11,8,64,2325,Health & Beauty,486,36,False,18-25,Mid,0.8136,287.04,18,512,0,0
#607,63,Male,Urban,75267,Fashion,7,9,163,4454,Apparel,406,48,True,56+,Mid,0.8806,658.23,22,1467,1,1
#608,30,Female,Suburban,102379,Technology,16,5,108,3887,Electronics,117,33,False,26-35,High,0.4619,1993.33,13,540,1,0
#609,57,Male,Suburban,43952,Technology,13,2,61,2196,Home & Kitchen,555,31,False,56+,Low,0.5895,237.41,16,122,0,0
#610,59,Male,Rural,73798,Food,27,4,109,3709,Health & Beauty,115,6,False,56+,Mid,0.2531,1935.13,2,436,0,0
#611,26,Female,Suburban,118696,Travel,15,4,126,2308,Apparel,549,10,True,26-35,High,0.5325,252.24,14,504,0,0
#612,44,Male,Urban,130434,Travel,24,4,127,275,Electronics,547,16,False,36-45,High,0.5688,30.16,5,508,0,0
#613,19,Male,Suburban,70939,Technology,16,7,16,2602,Home & Kitchen,336,4,True,18-25,Mid,0.4868,464.64,13,112,0,0
#614,22,Female,Rural,49516,Sports,27,8,55,4099,Home & Kitchen,336,22,False,18-25,Low,0.6382,731.96,2,440,0,0
#615,46,Male,Suburban,76526,Sports,21,8,55,1767,Health & Beauty,147,13,True,46-55,Mid,0.4711,721.22,8,440,1,0
#616,54,Female,Suburban,30449,Fashion,23,5,109,4471,Home & Kitchen,122,16,True,46-55,Low,0.3585,2198.85,6,545,0,0
#617,55,Female,Suburban,70290,Fashion,24,5,153,2645,Apparel,81,29,True,46-55,Mid,0.4158,1959.26,5,765,1,0
#618,36,Female,Rural,146688,Food,9,8,161,775,Home & Kitchen,375,6,False,36-45,High,0.561,124.0,20,1288,1,0
#619,25,Male,Suburban,106661,Technology,3,3,198,1923,Books,570,26,True,18-25,High,0.6059,202.42,26,594,0,0
#620,62,Male,Suburban,92954,Fashion,19,5,63,1456,Apparel,63,11,False,56+,Mid,0.2927,1386.67,10,315,1,0
#621,18,Male,Urban,42746,Fashion,20,3,71,3172,Electronics,504,24,True,18-25,Low,0.5547,377.62,9,213,0,0
#622,39,Female,Rural,87990,Technology,5,0,138,3359,Electronics,449,29,False,36-45,Mid,0.4371,448.86,24,0,1,0
#623,34,Male,Suburban,78810,Food,10,6,58,646,Health & Beauty,428,3,True,26-35,Mid,0.4956,90.56,19,348,0,0
#624,24,Female,Rural,138362,Fashion,17,9,34,2183,Health & Beauty,427,10,False,18-25,High,0.6554,306.74,12,306,0,0
#625,42,Female,Suburban,103297,Food,15,5,19,2140,Books,421,1,True,36-45,High,0.4401,304.99,14,95,0,0
#626,62,Male,Suburban,35223,Travel,23,8,127,4634,Electronics,322,43,True,56+,Low,0.7612,863.48,6,1016,0,1
#627,21,Female,Suburban,92237,Food,25,6,153,1852,Electronics,166,26,True,18-25,Mid,0.4857,669.4,4,918,0,0
#628,53,Male,Urban,22597,Sports,8,6,195,1715,Electronics,597,12,False,46-55,Low,0.6509,172.36,21,1170,0,0
#629,23,Male,Urban,85677,Sports,15,1,166,1949,Electronics,461,14,True,18-25,Mid,0.3892,253.67,14,166,0,0
#630,48,Male,Urban,22659,Food,21,8,101,2742,Home & Kitchen,459,25,True,46-55,Low,0.729,358.43,8,808,1,1
#631,36,Male,Rural,106516,Sports,14,9,143,1700,Apparel,189,8,True,36-45,High,0.5034,539.68,15,1287,0,0
#632,61,Male,Rural,94567,Travel,20,8,153,3496,Apparel,464,43,True,56+,Mid,0.8445,452.07,9,1224,0,1
#633,56,Female,Urban,35037,Technology,28,5,157,4502,Books,379,4,False,56+,Low,0.4342,712.72,1,785,0,0
#634,44,Female,Rural,146498,Sports,7,2,89,3705,Home & Kitchen,2,28,True,36-45,High,0.2465,111150.0,22,178,0,0
#635,27,Female,Suburban,66738,Sports,21,0,80,3899,Electronics,364,7,True,26-35,Mid,0.2497,642.69,8,0,0,0
#636,43,Male,Suburban,123965,Food,23,3,87,718,Electronics,72,10,False,36-45,High,0.214,598.33,6,261,0,0
#637,36,Male,Suburban,91678,Travel,12,2,52,1232,Health & Beauty,427,36,False,36-45,Mid,0.5457,173.11,17,104,0,0
#638,56,Male,Urban,32109,Technology,17,0,163,2215,Health & Beauty,170,2,False,56+,Low,0.1047,781.76,12,0,0,0
#639,20,Female,Rural,42010,Food,17,2,99,2439,Books,205,26,True,18-25,Low,0.353,713.85,12,198,0,0
#640,62,Male,Urban,28787,Food,10,3,87,2839,Electronics,337,14,False,56+,Low,0.3943,505.46,19,261,0,0
#641,30,Female,Rural,128400,Travel,29,7,170,4376,Books,472,16,False,26-35,High,0.6415,556.27,0,1190,1,0
#642,45,Female,Suburban,28472,Technology,19,8,35,1587,Home & Kitchen,195,43,False,36-45,Low,0.6868,488.31,10,280,0,0
